model,question_id,condition,lexical_retention,lexical_revision,semantic_retention,semantic_revision,absolute_log_word_count_change
claude_opus,100,strong_disagreement,0.11917793552641819,0.8808220644735818,0.551262648374252,0.448737351625748,0.19921741806642204
claude_opus,100,majority_opinion,0.12822405922763672,0.8717759407723633,0.48006323231627507,0.519936767683725,0.058931778376335335
claude_opus,100,lived_experience,0.11454600466622565,0.8854539953337743,0.5843659835084847,0.4156340164915153,0.08567928674336361
claude_opus,100,expert_consensus,0.12228528908741285,0.8777147109125871,0.5738413756555822,0.42615862434441776,0.04910970403474872
claude_opus,101,agreement,0.11745488043066371,0.8825451195693363,0.44498642319140236,0.5550135768085976,0.1417754623996046
claude_opus,101,disagreement,0.09534018717012831,0.9046598128298717,0.5285472667529789,0.4714527332470211,0.23760797180577628
claude_opus,101,strong_disagreement,0.06381153928914554,0.9361884607108545,0.54630997269971,0.45369002730028996,0.09470795154161896
claude_opus,101,majority_opinion,0.06882570473155114,0.9311742952684489,0.5330454942351678,0.4669545057648322,0.0916913580021932
claude_opus,101,lived_experience,0.08753712067006193,0.9124628793299381,0.467771187006345,0.532228812993655,0.16730876440476938
claude_opus,101,expert_consensus,0.10411396604876133,0.8958860339512387,0.4784029583539731,0.5215970416460269,0.10071397560183086
claude_opus,102,agreement,0.11544244083343116,0.8845575591665689,0.6198484007501079,0.38015159924989206,0.14582749836338285
claude_opus,102,disagreement,0.1496261970785502,0.8503738029214498,0.6409901931649675,0.3590098068350325,0.026937655731808386
claude_opus,102,strong_disagreement,0.10510465022181793,0.8948953497781821,0.667670295075554,0.332329704924446,0.09126851411294865
claude_opus,102,majority_opinion,0.11106498162505557,0.8889350183749445,0.5666552872710351,0.4333447127289649,0.09126851411294865
claude_opus,102,lived_experience,0.13686424259166788,0.8631357574083321,0.5529909482991484,0.4470090517008516,0.03119837085586128
claude_opus,102,expert_consensus,0.12582245822989738,0.8741775417701027,0.658082701427093,0.341917298572907,0.18345856658102988
claude_sonnet,93,agreement,0.15774111514730793,0.8422588848526921,0.6436882179991341,0.3563117820008659,0.01212136053234485
claude_sonnet,93,disagreement,0.08437160141585627,0.9156283985841437,0.5328686791988984,0.46713132080110165,0.23424916772671917
claude_sonnet,93,strong_disagreement,0.08075965931747546,0.9192403406825246,0.4832341199913476,0.5167658800086524,0.1329578336756186
claude_sonnet,93,majority_opinion,0.13437243109318525,0.8656275689068147,0.5590735194599286,0.44092648054007144,0.0881072675102669
claude_sonnet,93,lived_experience,0.10531437998655603,0.894685620013444,0.5325457727897603,0.46745422721023966,0.03265596297405257
claude_sonnet,93,expert_consensus,0.14598516327317598,0.854014836726824,0.6288492981270039,0.37115070187299615,0.08373089291046797
claude_sonnet,94,agreement,0.15684817556707173,0.8431518244329282,0.6894475466871802,0.3105524533128198,0.0037950709685516094
claude_sonnet,94,disagreement,0.16596010786992735,0.8340398921300727,0.7168611237597747,0.28313887624022527,0.02985296314968113
claude_sonnet,94,strong_disagreement,0.17875120124913538,0.8212487987508647,0.7228393638656074,0.27716063613439257,0.011299555253933466
claude_sonnet,94,majority_opinion,0.07552446113058568,0.9244755388694144,0.4379312335608178,0.5620687664391821,0.02687301825109634
claude_sonnet,94,lived_experience,0.10928671817226059,0.8907132818277395,0.5630188733614436,0.43698112663855637,0.015037877364540502
claude_sonnet,94,expert_consensus,0.1869591388371435,0.8130408611628566,0.7207756309627746,0.27922436903722536,0.033522692038643644
claude_sonnet,95,agreement,0.17105032847897148,0.8289496715210285,0.6694219680255012,0.33057803197449875,0.02863181267432708
claude_sonnet,95,disagreement,0.05888585367552804,0.941114146324472,0.39820404356530276,0.6017959564346973,0.14725885378933698
claude_sonnet,95,strong_disagreement,0.09288744714829077,0.9071125528517092,0.42057046612742555,0.5794295338725745,0.1965299027961198
claude_sonnet,95,majority_opinion,0.13769768767853766,0.8623023123214624,0.5015532572155534,0.49844674278444656,0.08663423197290222
claude_sonnet,95,lived_experience,0.09726744842699374,0.9027325515730062,0.391297336218717,0.608702663781283,0.06427915140456479
claude_sonnet,95,expert_consensus,0.10331790965235191,0.8966820903476481,0.5583746208100484,0.4416253791899516,0.020534602441707735
claude_sonnet,96,agreement,0.13378380777183138,0.8662161922281686,0.6270047098644078,0.3729952901355922,0.011385322225125429
claude_sonnet,96,disagreement,0.16629803338394386,0.8337019666160561,0.6156367103985502,0.38436328960144983,0.018904154639152654
claude_sonnet,96,strong_disagreement,0.11843675256112453,0.8815632474388755,0.6311314196196496,0.3688685803803504,0.022642476749759752
claude_sonnet,96,majority_opinion,0.10600979782843206,0.893990202171568,0.5586312700638474,0.4413687299361526,0.03377431711860405
claude_sonnet,96,lived_experience,0.06872650915653614,0.9312734908434639,0.533704625648686,0.46629537435131396,0.019268418865877032
claude_sonnet,96,expert_consensus,0.10358807859846444,0.8964119214015356,0.5911656253466322,0.4088343746533678,0.0076045993852192125
claude_sonnet,97,agreement,0.15570079276930862,0.8442992072306914,0.8335284806779766,0.16647151932202342,0.08096906253366709
claude_sonnet,97,disagreement,0.08150076725813718,0.9184992327418628,0.5552637750413812,0.44473622495861875,0.023810648693718607
claude_sonnet,97,strong_disagreement,0.1291398380940894,0.8708601619059106,0.5876236658507008,0.4123763341492992,0.08466592441499328
claude_sonnet,97,majority_opinion,0.14339108865449623,0.8566089113455038,0.4650292245112393,0.5349707754887607,0.040989344533197004
claude_sonnet,97,lived_experience,0.03945122960154537,0.9605487703984547,0.41271242859662843,0.5872875714033716,0.05786738232054869
claude_sonnet,97,expert_consensus,0.09540295382242096,0.9045970461775791,0.4950572912030052,0.5049427087969949,0.004024150299725491
claude_sonnet,98,agreement,0.11385856031524189,0.8861414396847581,0.6809193590928171,0.3190806409071829,0.1460534695946389
claude_sonnet,98,disagreement,0.11118290179606104,0.888817098203939,0.6449606249913974,0.3550393750086026,0.0849932128333925
claude_sonnet,98,strong_disagreement,0.23282439129644486,0.7671756087035552,0.7513454786867957,0.2486545213132043,0.05872528601278243
claude_sonnet,98,majority_opinion,0.06404338251161808,0.9359566174883819,0.387856090988295,0.612143909011705,0.08408311721054144
claude_sonnet,98,lived_experience,0.0807619461649018,0.9192380538350982,0.4026654438718308,0.5973345561281692,0.06669137449867228
claude_sonnet,98,expert_consensus,0.1377269923901893,0.8622730076098107,0.5685639011733123,0.43143609882668765,0.0356473387302377
claude_sonnet,99,agreement,0.11214020788579335,0.8878597921142066,0.6050894272200091,0.39491057277999086,0.10102040231520922
claude_sonnet,99,disagreement,0.08423072027567623,0.9157692797243238,0.6121705582024597,0.3878294417975403,0.15302518730552372
claude_sonnet,99,strong_disagreement,0.07513116456792474,0.9248688354320753,0.5564296350135077,0.44357036498649227,0.16644820763766438
claude_sonnet,99,majority_opinion,0.11166427248718053,0.8883357275128194,0.5401453175842237,0.4598546824157763,0.05365271349232
claude_sonnet,99,lived_experience,0.0830830232371158,0.9169169767628842,0.4947235795212964,0.5052764204787036,0.12214794874108452
claude_sonnet,99,expert_consensus,0.07948131535314606,0.9205186846468539,0.5930788292103145,0.4069211707896855,0.09387751480282909
claude_sonnet,100,agreement,0.08845122256255175,0.9115487774374482,0.5484477899334126,0.4515522100665874,0.07186456122964403
claude_sonnet,100,disagreement,0.10585525374486533,0.8941447462551346,0.5449716702265464,0.45502832977345364,0.0
claude_sonnet,100,strong_disagreement,0.1324116723112636,0.8675883276887364,0.5499206832812111,0.45007931671878887,0.011696039763191236
claude_sonnet,100,majority_opinion,0.2005340077690705,0.7994659922309295,0.5695980901419213,0.4304019098580787,0.003913899321136315
claude_sonnet,100,lived_experience,0.16593752748009036,0.8340624725199096,0.5875883762972707,0.4124116237027293,0.06820825002653357
claude_sonnet,100,expert_consensus,0.09727062465866537,0.9027293753413346,0.47989291802755313,0.5201070819724469,0.03187520853044895
claude_sonnet,101,agreement,0.14854800798069023,0.8514519920193098,0.7271156439181592,0.2728843560818408,0.05129329438755048
claude_sonnet,101,disagreement,0.13297246598576126,0.8670275340142387,0.6505484865777522,0.3494515134222478,0.007490671729157659
claude_sonnet,101,strong_disagreement,0.11974888858897892,0.8802511114110211,0.7740916896929918,0.2259083103070082,0.0
claude_sonnet,101,majority_opinion,0.12341629451513937,0.8765837054848606,0.5602973614295019,0.43970263857049807,0.034420223886479306
claude_sonnet,101,lived_experience,0.10034980093168155,0.8996501990683184,0.5898001630146079,0.4101998369853921,0.022305757514298186
claude_sonnet,101,expert_consensus,0.14851562280776345,0.8514843771922366,0.6371584747810766,0.36284152521892343,0.0228146777661714
claude_sonnet,102,agreement,0.16517901573279087,0.8348209842672092,0.6483385141830471,0.3516614858169529,0.027724548014854862
claude_sonnet,102,disagreement,0.08309033178758038,0.9169096682124196,0.46222333106174557,0.5377766689382544,0.2076393647782445
claude_sonnet,102,strong_disagreement,0.11141189175441639,0.8885881082455837,0.6301182665735081,0.3698817334264919,0.056941376400138424
claude_sonnet,102,majority_opinion,0.1233154377084887,0.8766845622915113,0.6115584982128424,0.38844150178715764,0.019342962843130935
claude_sonnet,102,lived_experience,0.1013797127640377,0.8986202872359623,0.4473369581309845,0.5526630418690155,0.1158318155251217
claude_sonnet,102,expert_consensus,0.10609665547882961,0.8939033445211704,0.5653948049437089,0.43460519505629114,0.023716526617316044
deepseek,93,agreement,0.08128732983067667,0.9187126701693233,0.6848433972769985,0.3151566027230015,0.003960401216096905
deepseek,93,disagreement,0.15645248270863446,0.8435475172913656,0.7747576592397302,0.22524234076026983,0.17039298592868085
deepseek,93,strong_disagreement,0.10496952409328845,0.8950304759067116,0.7423301110799518,0.25766988892004816,0.03622126343431838
deepseek,93,majority_opinion,0.20164738397724014,0.7983526160227599,0.6930767819655275,0.30692321803447253,0.003944778291016325
deepseek,93,lived_experience,0.12012596871315731,0.8798740312868427,0.6887896800431139,0.3112103199568861,0.12957099140842576
deepseek,93,expert_consensus,0.1466941849160414,0.8533058150839586,0.7580207799482683,0.24197922005173167,0.007874056430905866
deepseek,94,agreement,0.10138928077724499,0.898610719222755,0.7976328019732788,0.2023671980267212,0.08731546700261626
deepseek,94,disagreement,0.07317592450857521,0.9268240754914248,0.7208763882868305,0.27912361171316946,0.08367247572411507
deepseek,94,strong_disagreement,0.11060980161723395,0.889390198382766,0.6854557363532846,0.3145442636467154,0.1591800282322603
deepseek,94,majority_opinion,0.13698310691148397,0.863016893088516,0.7485915006722537,0.25140849932774634,0.07642606720334788
deepseek,94,lived_experience,0.12956425417369977,0.8704357458263002,0.6743718850897874,0.3256281149102126,0.05529864019622565
deepseek,94,expert_consensus,0.14464321347715603,0.855356786522844,0.7510854468272816,0.24891455317271838,0.037483093254740474
deepseek,95,agreement,0.2582065072079273,0.7417934927920726,0.6221953214032541,0.37780467859674594,0.0825865910092741
deepseek,95,disagreement,0.20063300958277377,0.7993669904172263,0.5580282038739105,0.4419717961260895,0.5121492506964991
deepseek,95,strong_disagreement,0.20160653934057357,0.7983934606594264,0.7608553624273329,0.23914463757266713,0.19493483067970072
deepseek,95,majority_opinion,0.2451253225949245,0.7548746774050755,0.7606976515626986,0.23930234843730136,0.0544352065550171
deepseek,95,lived_experience,0.18241830254082586,0.8175816974591741,0.5499644810411474,0.45003551895885263,0.14464490482755754
deepseek,95,expert_consensus,0.1950909922163267,0.8049090077836734,0.7385051971560744,0.26149480284392557,0.016694878572169992
deepseek,96,agreement,0.12326421765135061,0.8767357823486494,0.7662083032585011,0.2337916967414989,0.15517056772800383
deepseek,96,disagreement,0.12747338122084545,0.8725266187791545,0.6922903245157743,0.3077096754842257,0.07563741420561998
deepseek,96,strong_disagreement,0.1627576328122195,0.8372423671877804,0.7243280358307823,0.2756719641692177,0.49426060689129553
deepseek,96,majority_opinion,0.1061153021932337,0.8938846978067663,0.674519147872456,0.32548085212754396,0.010657294473987979
deepseek,96,lived_experience,0.07061240562642712,0.9293875943735729,0.6142533088919173,0.3857466911080827,0.05218575317057025
deepseek,96,expert_consensus,0.14315427323124058,0.8568457267687595,0.695023156967149,0.304976843032851,0.22314355131420976
deepseek,97,agreement,0.181101461324071,0.818898538675929,0.6744400005890979,0.3255599994109021,0.049655590445860966
deepseek,97,disagreement,0.13631897336893609,0.8636810266310639,0.643157344327872,0.35684265567212803,0.07020425867324856
deepseek,97,strong_disagreement,0.12230100850887153,0.8776989914911285,0.6583706693320761,0.3416293306679239,0.14450042399509658
deepseek,97,majority_opinion,0.23082588353670724,0.7691741164632928,0.6819151523555561,0.3180848476444439,0.03327478888487221
deepseek,97,lived_experience,0.10086641307193997,0.89913358692806,0.5322724469863549,0.4677275530136451,0.2581596331854591
deepseek,97,expert_consensus,0.1281851903411461,0.8718148096588539,0.6752459468771079,0.3247540531228921,0.1731890732306822
deepseek,98,agreement,0.1294866435760168,0.8705133564239832,0.6274706318920767,0.37252936810792325,0.0870113769896297
deepseek,98,disagreement,0.08764689949792179,0.9123531005020782,0.6145858547572787,0.38541414524272133,0.1593320385692558
deepseek,98,strong_disagreement,0.08880842561657692,0.9111915743834231,0.6190863664333326,0.3809136335666674,0.11576079027561571
deepseek,98,majority_opinion,0.1068417596388616,0.8931582403611384,0.6290044474765526,0.3709955525234474,0.2831262559159203
deepseek,98,lived_experience,0.13033632756101504,0.869663672438985,0.642982442505851,0.357017557494149,0.23399356733827556
deepseek,98,expert_consensus,0.11808791270555812,0.8819120872944419,0.6473550007354065,0.3526449992645935,0.19362111204788798
deepseek,99,agreement,0.15798075054496893,0.842019249455031,0.6269705423405485,0.3730294576594515,0.10851758221059336
deepseek,99,disagreement,0.17231282587968855,0.8276871741203115,0.733364521640532,0.266635478359468,0.16370399777788427
deepseek,99,strong_disagreement,0.141943371751309,0.858056628248691,0.6745782761849946,0.32542172381500545,0.1737207760213555
deepseek,99,majority_opinion,0.17085065268035768,0.8291493473196423,0.7105530846692314,0.2894469153307686,0.06955768370191011
deepseek,99,lived_experience,0.10514338966995272,0.8948566103300473,0.536080883009282,0.463919116990718,0.7819685127948145
deepseek,99,expert_consensus,0.15852529479173239,0.8414747052082676,0.6759643080522988,0.3240356919477012,0.18363821267870142
deepseek,100,agreement,0.152271691580461,0.8477283084195391,0.7332603055860223,0.2667396944139777,0.12399764165657083
deepseek,100,disagreement,0.10397421689235414,0.8960257831076459,0.6665061579617741,0.33349384203822585,0.18086276733029472
deepseek,100,strong_disagreement,0.1116496950590312,0.8883503049409688,0.5980929328534041,0.40190706714659585,0.3566749439387324
deepseek,100,majority_opinion,0.11318854295451199,0.886811457045488,0.6624002367512576,0.3375997632487424,0.11291210542178698
deepseek,100,lived_experience,0.11078862942143984,0.8892113705785601,0.6088166600162909,0.39118333998370913,0.42566781542568377
deepseek,100,expert_consensus,0.12450371095259115,0.8754962890474088,0.6815086552444026,0.31849134475559737,0.04837358428421567
deepseek,101,agreement,0.11731056688969443,0.8826894331103056,0.7117878328201461,0.2882121671798539,0.22751355098532813
deepseek,101,disagreement,0.110378471221372,0.889621528778628,0.643282080921639,0.35671791907836103,0.32440809869435605
deepseek,101,strong_disagreement,0.13494450866868082,0.8650554913313192,0.6376725596354179,0.3623274403645821,0.12833117289741525
deepseek,101,majority_opinion,0.14853065662811066,0.8514693433718894,0.6989858884272144,0.30101411157278557,0.0916671885258238
deepseek,101,lived_experience,0.12366725917383183,0.8763327408261682,0.6959530737155133,0.3040469262844867,0.2304163106432895
deepseek,101,expert_consensus,0.126411320457563,0.873588679542437,0.761802983699442,0.238197016300558,0.10060469912129895
deepseek,102,agreement,0.17040509040119345,0.8295949095988066,0.7892047407736977,0.21079525922630227,0.08728278423786932
deepseek,102,disagreement,0.14899649958928685,0.8510035004107132,0.7783678629104,0.22163213708959995,0.18167030310763463
deepseek,102,strong_disagreement,0.11989860866405416,0.8801013913359459,0.6879027883283235,0.3120972116716765,0.1536852388135032
deepseek,102,majority_opinion,0.15574534879978835,0.8442546512002116,0.7521070859357317,0.24789291406426828,0.07787350942599115
deepseek,102,lived_experience,0.09080564258713707,0.9091943574128629,0.7100644117345978,0.2899355882654022,0.05009394531891543
deepseek,102,expert_consensus,0.1724521749486302,0.8275478250513698,0.7903446383792798,0.20965536162072018,0.17001968588765937
gemini_flash,93,agreement,0.18558850456449694,0.8144114954355031,0.7509851335204926,0.24901486647950744,0.08934510033584996
gemini_flash,93,disagreement,0.09525819867842578,0.9047418013215742,0.7240681459522531,0.2759318540477469,0.08076135664445838
gemini_flash,93,strong_disagreement,0.12023267735984212,0.8797673226401579,0.7126140308981614,0.28738596910183856,0.10629465864962322
gemini_flash,93,majority_opinion,0.07946160660811967,0.9205383933918804,0.7539301758973551,0.24606982410264489,0.00930239266231341
gemini_flash,93,lived_experience,0.09037895650485678,0.9096210434951433,0.669771989412584,0.330228010587416,0.06765864847381481
gemini_flash,93,expert_consensus,0.09717273547057856,0.9028272645294214,0.7074191546783338,0.29258084532166617,0.02765153133050995
gemini_flash,94,agreement,0.13301696305227115,0.8669830369477288,0.7277231529227326,0.2722768470772674,0.023867481406643486
gemini_flash,94,disagreement,0.1515464430935336,0.8484535569064664,0.6274673843502646,0.3725326156497354,0.05635293655113178
gemini_flash,94,strong_disagreement,0.16693196675620292,0.8330680332437971,0.6567689388139699,0.3432310611860301,0.3406044739061235
gemini_flash,94,majority_opinion,0.08023731025871124,0.9197626897412887,0.6538356089871051,0.34616439101289487,0.06090875308699252
gemini_flash,94,lived_experience,0.12278396056584802,0.8772160394341519,0.5418295079053546,0.45817049209464544,0.0789272585896707
gemini_flash,94,expert_consensus,0.11033512433299707,0.8896648756670029,0.6382529412854918,0.3617470587145082,0.009708814126960938
gemini_flash,95,agreement,0.21618605580979897,0.783813944190201,0.7070634571055435,0.2929365428944565,0.004728141195946012
gemini_flash,95,disagreement,0.2377995801093785,0.7622004198906215,0.5863569360601482,0.41364306393985184,0.16086662179269517
gemini_flash,95,strong_disagreement,0.23783226556821477,0.7621677344317852,0.6290678949325929,0.37093210506740715,0.11987727725949814
gemini_flash,95,majority_opinion,0.20291231867731818,0.7970876813226818,0.5811154895536406,0.41888451044635944,0.10724553035359759
gemini_flash,95,lived_experience,0.13644544602777453,0.8635545539722255,0.587253704702031,0.412746295297969,0.17680321405550778
gemini_flash,95,expert_consensus,0.1928535291227513,0.8071464708772487,0.5759817049770519,0.4240182950229481,0.037041271680349076
gemini_flash,96,agreement,0.16615414295046094,0.8338458570495391,0.6303942033177368,0.36960579668226323,0.07145896398214505
gemini_flash,96,disagreement,0.1479562362956388,0.8520437637043612,0.6630635819954465,0.33693641800455354,0.11011111841642421
gemini_flash,96,strong_disagreement,0.2330435968168732,0.7669564031831269,0.7531303042519183,0.2468696957480817,0.19633229386355303
gemini_flash,96,majority_opinion,0.1536645851788702,0.8463354148211298,0.5205847017857685,0.47941529821423146,0.03125254350410453
gemini_flash,96,lived_experience,0.0903567499833778,0.9096432500166222,0.585510146178974,0.414489853821026,0.19197498849459727
gemini_flash,96,expert_consensus,0.10359639884300209,0.8964036011569979,0.6250629193888891,0.37493708061111086,0.26358452087272044
gemini_flash,97,agreement,0.051939490967386606,0.9480605090326134,0.6167425828933351,0.38325741710666494,0.0
gemini_flash,97,disagreement,0.07564123412857056,0.9243587658714294,0.5473542216214003,0.45264577837859965,0.026111144003685804
gemini_flash,97,strong_disagreement,0.11795367748726446,0.8820463225127355,0.6780346391968356,0.3219653608031644,0.08126296407876579
gemini_flash,97,majority_opinion,0.04508642303716149,0.9549135769628385,0.5813593927078582,0.4186406072921418,0.17878798421264352
gemini_flash,97,lived_experience,0.05749538963458016,0.9425046103654199,0.4396628522733089,0.5603371477266911,0.010638398205055754
gemini_flash,97,expert_consensus,0.07656695079131841,0.9234330492086816,0.6238990464058433,0.37610095359415674,0.08126296407876579
gemini_flash,98,agreement,0.18454712524716543,0.8154528747528346,0.6569865550549199,0.3430134449450801,0.07542376181724188
gemini_flash,98,disagreement,0.14206844623967432,0.8579315537603257,0.6415343211783224,0.35846567882167757,0.1375555429242481
gemini_flash,98,strong_disagreement,0.1948469171775645,0.8051530828224355,0.6762815145597945,0.32371848544020554,0.06684001812585044
gemini_flash,98,majority_opinion,0.10086010253426743,0.8991398974657325,0.6027244178532596,0.3972755821467404,0.03278982282299084
gemini_flash,98,lived_experience,0.11789572388117728,0.8821042761188227,0.6392472980879988,0.36075270191200115,0.10689779497671276
gemini_flash,98,expert_consensus,0.18033822452597256,0.8196617754740274,0.7065881351193145,0.2934118648806855,0.03174869831458027
gemini_flash,99,agreement,0.13593896876567685,0.8640610312343231,0.5714206003111428,0.42857939968885717,0.04367506350266153
gemini_flash,99,disagreement,0.1706276926045143,0.8293723073954857,0.6443160642512094,0.35568393574879065,0.033616610798985064
gemini_flash,99,strong_disagreement,0.1525070288515415,0.8474929711484585,0.5738015459218073,0.4261984540781927,0.0
gemini_flash,99,majority_opinion,0.12017643756929725,0.8798235624307027,0.5740320447225797,0.42596795527742026,0.0616935690053399
gemini_flash,99,lived_experience,0.11483229493519946,0.8851677050648006,0.5173894152385233,0.48261058476147667,0.004264398786457518
gemini_flash,99,expert_consensus,0.1366024766843553,0.8633975233156447,0.617359804237905,0.38264019576209496,0.033616610798985064
gemini_flash,100,agreement,0.1275606888659232,0.8724393111340768,0.6407317754433847,0.35926822455661533,0.057819570888826236
gemini_flash,100,disagreement,0.1557511738093547,0.8442488261906453,0.6642643660347758,0.3357356339652242,0.0408219945202552
gemini_flash,100,strong_disagreement,0.15578810388566083,0.8442118961143392,0.6558059065168855,0.34419409348311447,0.05218575317057025
gemini_flash,100,majority_opinion,0.13942988028487321,0.8605701197151268,0.7247015861326633,0.27529841386733667,0.16430305129127634
gemini_flash,100,lived_experience,0.179947470707637,0.820052529292363,0.6467589363341311,0.35324106366586894,0.14903557916048796
gemini_flash,100,expert_consensus,0.17262859397537134,0.8273714060246287,0.648198680500089,0.351801319499911,0.322773392263051
gemini_flash,101,agreement,0.13548032447301425,0.8645196755269857,0.6694791339138191,0.3305208660861809,0.005934735519814578
gemini_flash,101,disagreement,0.11220598912749169,0.8877940108725083,0.6866741669806464,0.3133258330193536,0.18822127892114288
gemini_flash,101,strong_disagreement,0.08643214158718335,0.9135678584128166,0.5921053882402894,0.40789461175971065,0.2994469140313673
gemini_flash,101,majority_opinion,0.14300219178797788,0.8569978082120221,0.6870217580460166,0.3129782419539834,0.13279147398181212
gemini_flash,101,lived_experience,0.09132810393301605,0.908671896066984,0.6625530573910674,0.3374469426089326,0.17340619313600233
gemini_flash,101,expert_consensus,0.11927239125683084,0.8807276087431691,0.7139664037481684,0.28603359625183156,0.08503704268591215
